"","Candidate","SINCERE_MAX2","STRATEGIC_MAX2","n","percent"
"1","BUSH",0,0,16,0.0208062418725618
"2","BUSH",0,1,145,0.188556566970091
"3","BUSH",1,0,73,0.0949284785435631
"4","BUSH",1,1,535,0.695708712613784
"5","MCCAIN",0,0,23,0.0387205387205387
"6","MCCAIN",0,1,14,0.0235690235690236
"7","MCCAIN",1,0,208,0.35016835016835
"8","MCCAIN",1,1,349,0.587542087542088
