"","Candidate","SINCERE_MAX2","STRATEGIC_MAX2","n","percent"
"1","BUSH",0,0,3,0.00845070422535211
"2","BUSH",0,1,101,0.284507042253521
"3","BUSH",1,0,21,0.0591549295774648
"4","BUSH",1,1,230,0.647887323943662
"5","MCCAIN",0,0,3,0.0416666666666667
"6","MCCAIN",0,1,3,0.0416666666666667
"7","MCCAIN",1,0,41,0.569444444444444
"8","MCCAIN",1,1,25,0.347222222222222
