"","Candidate","SINCERE_MAX2","STRATEGIC_MAX2","n","percent"
"1","EDWARDS",0,0,4,0.133333333333333
"2","EDWARDS",1,0,11,0.366666666666667
"3","EDWARDS",1,1,15,0.5
"4","KERRY",0,0,1,0.0105263157894737
"5","KERRY",0,1,5,0.0526315789473684
"6","KERRY",1,0,8,0.0842105263157895
"7","KERRY",1,1,81,0.852631578947368
