"","Candidate","SINCERE_MAX2","STRATEGIC_MAX2","n","percent"
"1","BRADLEY",0,0,16,0.0406091370558376
"2","BRADLEY",0,1,16,0.0406091370558376
"3","BRADLEY",1,0,152,0.385786802030457
"4","BRADLEY",1,1,210,0.532994923857868
"5","GORE",0,0,16,0.0190023752969121
"6","GORE",0,1,217,0.257719714964371
"7","GORE",1,0,56,0.0665083135391924
"8","GORE",1,1,553,0.656769596199525
