"","Candidate","SINCERE_MAX2","STRATEGIC_MAX2","n","percent"
"1","BRADLEY",0,0,8,0.0238805970149254
"2","BRADLEY",0,1,7,0.0208955223880597
"3","BRADLEY",1,0,118,0.352238805970149
"4","BRADLEY",1,1,202,0.602985074626866
"5","GORE",0,0,8,0.0193236714975845
"6","GORE",0,1,58,0.140096618357488
"7","GORE",1,0,35,0.0845410628019324
"8","GORE",1,1,313,0.756038647342995
