"","Candidate","SINCERE_MAX2","STRATEGIC_MAX2","n","percent"
"1","BRADLEY",0,0,24,0.0625
"2","BRADLEY",0,1,23,0.0598958333333333
"3","BRADLEY",1,0,155,0.403645833333333
"4","BRADLEY",1,1,182,0.473958333333333
"5","GORE",0,0,25,0.0264830508474576
"6","GORE",0,1,176,0.186440677966102
"7","GORE",1,0,52,0.0550847457627119
"8","GORE",1,1,691,0.731991525423729
