"","Candidate","SINCERE_MAX2","STRATEGIC_MAX2","n","percent"
"1","BRADLEY",0,0,4,0.0203045685279188
"2","BRADLEY",0,1,14,0.0710659898477157
"3","BRADLEY",1,0,71,0.360406091370558
"4","BRADLEY",1,1,108,0.548223350253807
"5","GORE",0,0,11,0.0302197802197802
"6","GORE",0,1,61,0.167582417582418
"7","GORE",1,0,27,0.0741758241758242
"8","GORE",1,1,265,0.728021978021978
